46055,-1535.6,-609.34,2905.1,2536.7,-1207.5,-773.27,866.34,-701.18,-1422.5,-1814,-1908.2,-1300.6,-598.23,-886.5,-442.12,-112.04,383.58,475.53,457.66,702.94,563.54,386.31,480.52,382.23,279.23,14.368,-179.49,-393.91,-477.1,-172.27,-86.233,-38.593,205.61,-39.799,6.1814,212.88,119.65,20.151,-56.271,-34.577,-223.98,-236.75,-417.09,-334.95,-135.21,-100.52,-111.29,44.64,209.05,121.11,182.68,205.17,114.85,193.23,112.99,11.938,68.45,36.43,-18.533,-55.403,-127.36,-10.423,91.595,47.225,70.616,12.81,61.974,37.816,6.4312,83.042,-32.222,-76.677,-112.34,-97.6,-46.527,-41.737,-96.241,-76.888,27.054,-7.6204,40.362,33.977,36.469,80.185,-16.621,4.4066,-4.9728,-6.622,21.253,-43.447,-11.735,21.83,-8.9966,14.146,7.3793,20.988,78.349,54.425,11.699,15.897,0.87789,2.5292,0.43944,-33.904,-25.215,-6.3825,-27.356,13.298,-16.673,-15.613,17.989,-32.052,3.1998,-15.001,-33.863,38.438,18.872,11.02,13.6,-63.77,-38.147,19.675,-21.02,-7.4282,7.4144,-13.511,24.498,37.379,-5.2729,21.26,-18.006,-17.174,32.472,1.4978,22.706,19.972,-19.602,5.5368,-7.0646,-3.2264,10.387,2.3179,-1.2227,1.1397,2.6566,5.2945,-0.22744,-9.2295,-1.0311,7.6027,1.3534,-6.4421,-7.1211,-1.855,5.3358,-9.51,-1.953,-2.4877,-0.50824,18.221,9.8231,-8.5097,-15.596,-6.9469,-1.5353,6.1456,11.538,-4.5946,18.435,24.541,2.2234,-4.5036,-18.606,-4.3404,5.3254,5.8528,13.651,18.938,0.41709,-20.266,-14.061,10.068,17.716,13.398,-9.4616,4.7789,14.479,12.617,18.481,22.123,-92.54,-9.0205,2.6072,4.8807,-7.8556,-27.876,4.5899,15.223,-4.8597,-0.76913,6.9075,-5.7035,4.4783,-9.7057,-12.913,3.9823,-0.57138,-5.5445,3.5994,-4.8593,0.98919,9.0001,1.5692,4.5852,4.8644,0.92589,-1.0536,-2.8908,-7.4143,4.8969,6.609,-20.468,-9.4537,-3.6677,2.928,11.228,4.682,-0.99951,5.0636,0.87644,0.35593,-4.7499,-5.3792,-0.37697,6.0259,4.2756,-0.22197,-2.8929,-5.1141,0.78526,-2.4705,-3.9964,0.86234,-9.9609,3.3024,1.7017,4.0784,4.568,-9.1427,-5.0466,3.1202,4.4926,2.1533,-1.9731,-4.9046
2822.8,3018.8,-694.63,-1085.6,-2097.1,896.85,1334.8,-422.69,1134,501.73,1235.6,492.06,271.72,-225.58,27.703,393.99,-192.86,22.591,-5.2405,-591.74,-56.877,51.035,127.06,390.73,171.05,202.82,122.88,75.648,198.06,79.04,230.14,-11.406,24.626,-9.8399,179.29,82.731,77.272,186.73,30.76,331.77,68.763,-9.5265,207.81,-54.903,-95.45,-24.447,-248.83,-94.347,-13.926,-278.25,-81.002,-131.64,-126.85,-71.04,-58.358,27.766,68.055,-54.372,-127.08,-22.462,-25.257,42.865,11.643,-101.63,124.21,17.341,73.782,85.643,-4.3173,78.24,28.168,60.802,134.3,89.389,18.578,-19.98,-19.781,-3.8117,8.8228,-45.915,-43.045,-22.182,-10.635,3.673,-32.551,-32.962,1.5744,-40.882,-26.581,-36.171,-45.649,-0.289,-33.119,-23.847,11.255,-8.8064,-23.319,-26.14,18.89,39.657,55.621,46.902,-11.643,23.537,32.944,5.6197,19.036,-3.0625,5.9097,10.119,3.5318,1.0838,3.3568,7.5379,17.059,26.097,-8.3872,-10.671,-9.8351,-44.697,23.43,5.9141,-16.119,0.11661,-14.037,18.334,8.2359,-27.4,-17.815,-16.755,1.2839,21.495,15.368,21.319,7.658,-14.5,-15.548,-8.2403,1.06,4.739,9.5363,-7.5229,19.628,6.1577,0.64803,-10.405,-9.6351,14.673,10.962,0.994,7.9509,-18.518,13.792,5.567,-13.838,-6.4871,-4.249,1.7971,15.674,3.1004,-9.0317,-1.4474,-0.27869,3.1393,8.5323,-14.358,-14.939,-6.8365,-8.0992,-0.079001,-7.0583,-26.058,4.7002,0.56077,11.24,2.8677,-5.2782,-7.2719,-0.45012,5.6721,11.139,5.6751,-6.0739,-12.68,1.1901,9.2599,17.039,-9.3955,-4.9365,0.70824,10.385,21.916,-8.6177,-6.4166,-2.5021,-1.4694,6.3819,-0.23912,-6.2095,-4.0856,-13.597,1.4705,4.1223,-2.0566,1.5366,-0.17213,-11.06,-8.5897,-5.1943,-12.802,5.8805,9.1881,-5.1793,1.4415,-4.1722,-2.2152,11.566,-0.3144,-3.0918,2.8255,-2.1754,0.33392,13.032,8.0481,-1.2598,-4.2732,-15.564,1.6163,1.163,-1.6942,2.3888,0.57873,12.213,2.3115,-4.7132,-7.0023,-7.0589,-1.5046,1.5615,8.1654,-1.2432,-5.4944,-8.3292,-3.1434,5.108,3.6679,1.1085,0.19639,2.8443,0.61061,-0.15053,2.134,2.702,-3.0977,-1.4777,-6.4439
543.64,71.335,-2049.9,1732,-1297.9,2579.7,-13.041,-327.09,408.67,81.07,-437.98,176.98,220.25,-705.65,272.48,329.38,-391.3,10.219,164.58,-9.7323,175.93,172.73,-620.57,-86.863,-207.76,-596.75,-78.283,-149.39,-156.61,118.08,-334.76,-159.98,97.515,-228.44,-11.9,-11.397,-204.03,-14.204,-24.943,-147.57,53.468,19.034,6.359,192.78,101.05,95.032,214.9,66.351,72.493,63.513,51.737,108.41,28.075,23.204,82.41,-52.042,-32.279,97.035,50.107,-1.512,-53.512,-56.605,-7.8078,-52.972,-108.05,-50.807,-66.232,-45.818,9.6895,-78.126,-26.495,-62.304,-59.189,31.024,29.371,36.886,72.444,49.41,5.248,62,14.765,-6.8347,2.6187,-49.048,23.511,57.734,40.36,59.548,11.92,-12.125,31.14,-1.4663,-1.1362,4.538,-71.998,-37.058,3.0734,-46.889,-38.046,-56.364,-56.828,14.785,8.8149,-27.145,17.716,-27.511,-7.0578,23.473,-3.9425,43.753,22.435,-17.87,-2.9259,1.9298,7.1348,35.262,-3.3558,2.1223,48.218,19.907,39.325,23.745,-27.996,18.737,9.4838,-23.304,11.539,-30.673,-20.857,16.833,-31.621,-9.529,0.035425,-44.998,0.017059,3.5089,-11.607,22.917,-0.41695,-11.766,10.568,-23.931,-25.885,6.0919,-10.158,15.732,13.284,-9.7011,11.282,-0.63793,-12.538,12.29,9.7081,15.212,28.1,1.3299,0.93047,-1.5908,-21.338,-12.688,-1.9037,-12.185,24.848,2.6265,-16.442,8.1425,-4.1891,1.5006,20.871,-11.576,-6.6113,13.114,-11.086,-5.2195,1.5464,-12.693,10.421,-0.61231,-20.856,5.7936,10.518,-8.2182,13.033,-6.5332,3.2501,15.092,-8.2978,1.355,10.609,-8.1153,8.2619,-1.8408,-27.798,0.78561,-2.6408,1.8519,20.683,-3.8419,-2.7361,19.345,6.5255,-2.0537,-2.7653,-7.8896,2.4728,5.1659,-11.143,1.8487,6.6736,4.5854,5.2164,-2.2193,3.4865,1.4943,5.03,-3.2401,-8.2078,-9.2169,7.7843,10.418,0.212,-12.606,-6.219,5.199,-3.6236,-1.8108,5.118,1.5188,5.8017,6.0706,4.7074,3.9583,-6.1618,1.6942,-8.7562,1.5998,2.3506,-0.97935,-5.0909,-6.0214,-8.1834,10.432,7.7452,8.4626,5.305,1.2535,-1.281,-4.2449,-0.72325,-8.2123,2.2903,-4.2132,-0.92707,5.0235,9.6804,12.875
60.561,-792.85,1202.2,-504.19,576.49,804.49,-1873.9,794.12,-1.7835,-865.48,244.44,0.96151,354.72,718.48,-128.45,-10.873,-6.1265,206.36,-47.173,43.76,-38.893,-90.18,162.01,-196.95,253.53,45.852,335.25,404.49,-80.367,142.19,57.127,0.09298,34.151,-40.798,-31.904,142.17,70.282,-12.525,-10.258,-85.088,57.142,-14.546,-116.71,23.532,-31.345,-166.96,34.485,-108.43,-151.43,70.431,-163.86,-8.8951,56.312,-80.25,56.992,-43.696,-85.724,-37.154,-20.518,-15.118,88.634,76,56.21,86.439,-35.897,25.828,6.1397,-42.911,32.13,43.129,62.175,42.43,-52.636,-28.248,-28.743,-53.197,-32.38,-29.958,38.856,35.646,25.221,13.454,-27.388,-34.648,-28.689,1.7446,-24.394,-11.272,13.832,28.24,34.471,-30.445,-9.8186,-0.57703,16.329,87.761,54.906,74.378,35.853,-5.4909,-7.8939,-50.958,2.0195,12.289,-19.062,17.118,-2.7458,6.5171,11.787,-47.814,-51.247,-7.8864,14.022,25.73,-5.2992,-46.32,-12.76,-13.243,-36.121,7.2644,-45.481,-30.564,36.994,7.8975,7.4071,11.453,-14.287,40.706,20.125,-2.0088,20.696,14.297,0.45708,3.83,-14.047,0.3461,18.761,-6.5348,-0.50423,14.45,-8.7083,29.355,6.8336,-7.0948,14.131,-7.5423,1.3851,-16.754,-20.788,9.5026,3.0383,5.6942,-24.432,-29.24,-3.6378,21.044,16.468,7.8633,2.7173,7.4017,19.117,-0.030674,-15.817,-16.78,-8.3884,12.411,9.5233,-3.8233,-6.7247,-10.081,-13.912,6.5609,7.2107,18.276,13.926,9.769,2.9787,-23.287,-10.818,0.11984,4.9135,3.7217,-6.2059,5.0181,0.39857,-16.187,-4.5565,7.1647,-1.628,3.4162,-5.5256,-1.7033,18.15,9.8907,-6.387,-5.1239,-20.724,-11.219,4.721,-11.229,0.25165,-1.2355,-3.7592,15.936,4.5012,2.336,3.2896,0.56837,3.9067,1.0756,-12.532,-8.1799,2.9139,-1.0344,7.0073,9.9084,2.0067,3.875,-0.42578,-8.6958,1.9359,2.3588,-1.1412,-3.8325,-3.0064,2.4007,2.1073,1.4858,-15.739,-12.209,5.5835,1.8538,8.2627,2.2562,-3.1329,-0.91368,4.3321,-7.7251,-8.1619,1.7896,4.6571,9.2506,3.2665,-13.472,-4.7671,-5.3597,-2.1656,5.3326,8.2971,14.829,14.368,-2.7611,-13.297,-12.852,-3.4237,5.7538
4.8377,239.57,255.71,736.82,71.858,30.994,-311.85,522.91,-840.28,1672.4,12.592,-244.46,591.24,-558.35,648.5,-460.19,-39.952,240.29,-537.69,696.08,-397.29,-8.4797,311.59,-392.45,-61.447,192.2,-328.91,-77.338,29.011,-348.64,119.88,-43.439,-391.51,147.74,27.543,-200.25,321.95,-104.78,-27.521,244.44,-321.94,100.83,82.919,-81.604,194.08,9.1249,6.4991,87.019,47.653,-24.46,85.196,-23.697,44.782,119.79,-127.64,129.34,37.245,-137.63,46.381,-51.52,38.667,50.052,-89.093,10.636,-10.237,-55.417,53.563,-45.809,-10.658,5.1981,-80.121,42.946,63.487,-0.30408,33.263,53.421,-64.74,48.605,-34.689,-128.97,24.874,-34.643,79.163,77.151,-59.45,33.63,-34.617,-36.157,19.91,-31.042,-39.233,-4.2152,-27.545,-5.1159,51.275,-22.098,-70.475,-47.625,-55.134,25.523,40.5,-19.894,31.969,11.619,34.883,34.21,-52.128,-8.0433,-40.248,-0.80582,46.55,36.436,15.3,-23.841,-10.63,10.913,17.506,9.0291,-0.55682,10.927,9.7437,26.118,-0.41568,-21.394,1.5144,-38.807,-12.994,18.152,-30.97,5.0418,5.0115,-5.0939,-6.5405,7.9646,9.6549,3.109,2.3066,-13.972,3.489,16.688,-20.671,9.8309,-5.1197,-15.475,-16.556,-28.439,6.2985,27.528,8.4313,6.6082,3.5805,-11.346,3.4814,18.443,-20.753,-13.96,-7.9073,-21.11,29.69,0.16011,-23.265,-0.53051,-11.535,11.862,33.325,-5.7118,2.6923,2.9255,-5.3405,20.691,8.237,-16.214,8.8237,-9.8159,-21.724,6.7567,-10.485,-3.866,25.054,-7.9413,11.762,9.2524,-12.404,10.737,0.13732,-9.7492,8.1268,-10.756,-9.8826,6.6457,-0.92736,4.3906,-0.21449,-16.446,-5.3502,3.4721,3.4319,18.79,9.7826,-0.31953,4.8484,1.6461,2.0897,-9.1339,-13.591,2.8158,-2.0814,4.6337,-8.954,-1.696,10.077,7.1965,-2.0845,-0.2334,-8.8221,-4.4209,17.152,3.7658,-4.8831,-6.1504,-10.957,3.7579,7.1964,-4.6347,3.146,6.3526,8.8802,11.629,7.6447,1.1208,-13.957,-10.126,3.3531,5.4689,9.4723,2.1249,-5.6239,3.1693,6.1063,3.2015,3.7104,-8.6607,-12.445,4.7338,-0.36263,4.8413,2.2535,-9.5768,-1.493,3.1969,-5.8395,5.4063,2.9453,2.6173,1.0851,-9.9117
-109.15,-154.32,1449.5,-295.45,-923.24,-540.12,876.54,1304.6,-553.23,343.65,-1025.5,875.29,-680.9,258.39,96.215,-186.53,561.04,-408.72,126.6,47.027,-98.831,160.34,-102.74,-215.89,76.678,-300.52,-320.11,117.51,14.306,200.73,-149.7,-14.812,51.036,-43.511,9.7637,-126.37,-139.7,50.887,-65.626,-206.13,63.165,-6.9551,-55.049,49.878,6.4829,143.03,46.629,-56.58,-33.14,-24.669,32.997,44.901,-70.694,117.19,-0.94773,-138.87,93.077,-24.558,100.01,122.57,-154.21,8.1211,-48.781,-14.625,24.417,-32.955,-69.087,57.524,14.831,-40.508,48.085,-115.34,-76.004,-29.321,-101.61,69.195,44.78,-10.723,58.526,38.784,31.724,10.355,-66.724,1.9625,28.009,-8.129,56.361,67.342,16.808,29.13,28.487,14.518,77.606,23.648,-68.855,7.9298,-5.7087,45.929,40.899,-21.332,-6.0117,-5.6189,-20.287,-52.64,-47.882,-19.897,15.183,3.6428,-27.445,13.27,-19.81,-23.958,-14.939,-32.888,19.307,21.691,-15.975,11.516,-12.715,1.69,7.7465,-6.7647,-3.2348,9.7909,9.6335,39.818,20.956,-10.907,10.487,22.789,-19.48,-3.0497,-6.8987,-10.531,23.572,-9.2718,-11.577,-2.5575,-17.678,9.8946,-0.86898,-21.116,-7.4664,10.542,6.9915,29.31,6.6019,-17.143,-4.7142,-9.8944,-22.118,8.2868,-3.5414,21.187,30.47,4.7207,14.357,13.444,-8.1256,3.1897,-1.2967,8.6035,21.794,-7.4159,-20.047,10.691,4.2544,-5.6496,1.6044,-12.332,2.6738,29.134,-2.0594,5.3474,4.4968,-19.744,-4.1585,8.4236,-1.7257,-5.3703,-22.854,-5.5487,16.787,9.2837,-0.12349,8.3225,-3.0908,10.918,12.555,-2.766,-11.511,-15.338,-11.441,7.3573,3.5813,4.4849,6.9424,6.1551,1.4651,-9.2756,3.315,0.27014,0.58957,9.493,-0.55447,5.5785,3.3312,-6.7281,-7.8767,1.6082,-6.1105,-0.91428,7.0506,-5.7119,12.304,8.1464,-11.287,0.84732,-4.5687,1.165,16.912,-3.4982,-4.4751,2.8276,-9.7923,-8.3338,-14.358,-23.151,0.89518,17.595,12.139,5.062,-1.2507,-3.5655,2.2362,-5.6073,-7.7503,-0.021688,-2.6136,-2.0001,-1.1685,1.7504,8.0045,11.194,-0.088807,-4.0498,-0.65733,7.5198,3.9219,-3.7357,-11.564,-0.82339,12.331,-0.18063,-4.6956,-17.315
899.73,-302,90.325,-820.7,175.29,245.2,804.9,-881.86,259.05,-407.1,-159.8,632.48,-785.1,446.35,-261.74,118.89,-5.5804,47.75,-502.7,-189.86,-176.29,-234.49,78.621,48.909,-48.876,198.9,106.87,-249.13,16.018,-97.389,0.36399,151.47,-26.058,2.8752,33.156,141.89,13.731,96.078,277.46,86.365,167.86,111.35,-21.065,178.52,21.125,-175.34,32.771,-16.549,-34.617,58.383,-21.045,54.841,-13.238,-108.76,-56.329,12.756,-30.383,-40.356,-108.43,-133.93,87.579,-75.955,-41.249,-66.806,-81.383,124.1,13.039,-35.156,6.1304,-13.722,-33.107,40.299,30.344,90.509,77.372,-21.983,27.702,-21.158,-28.975,-32.359,-56.19,13.847,14.727,37.506,44.955,-0.37678,-61.353,-13.752,-75.199,-16.148,26.333,-39.892,-6.8236,-44.366,-9.9877,15.461,-17.587,-28.865,4.1239,1.4838,-7.3528,36.405,0.36684,20.492,5.5151,16.375,26.335,9.8116,28.012,11.518,-23.766,-3.7052,25.458,19.754,-5.78,-22.782,-15.663,25.736,2.1294,-2.613,-4.1628,15.749,11.516,-16.351,-31.076,-13.519,-4.1092,-32.892,-7.448,14.863,-4.0678,19.157,21.962,0.61215,-16.738,1.8219,19.012,35.632,-5.7058,-11.296,4.785,-6.088,4.9455,22.955,-2.3825,-5.5228,-7.6815,-20.607,-0.80108,12.356,11.342,25.359,-7.7917,-14.124,-7.7607,-8.8273,-12.739,-13.276,-11.168,8.1475,8.4454,-12.281,0.38879,-1.1823,-7.9397,2.872,-12.865,7.0592,24.258,8.5953,0.27023,-17.292,-26.237,2.3335,16.467,1.3356,14.216,5.0843,-1.6191,13.218,0.75575,-0.61326,-0.78913,-26.236,8.1424,18.336,-2.0307,-4.6574,-11.74,-8.2814,9.9653,-4.1698,4.3323,21.806,-7.2626,-15.564,1.4818,-6.5648,-6.0195,7.6704,-11.685,3.1715,9.6452,-4.8405,-6.018,-11.622,-8.3174,12.51,6.8348,-4.9457,-1.0279,-1.3024,1.6984,-3.3126,-7.2836,0.7551,2.7657,-0.43679,7.753,13.484,0.82532,-2.8422,-1.3093,-0.82316,3.2998,2.398,12.768,12.661,-3.1563,-14.823,1.1264,-1.3504,-5.6616,-1.6662,-2.215,2.4047,6.9743,-2.5048,-1.9472,5.2144,-7.2167,3.3052,-1.5186,-11.039,0.71219,-0.53478,-3.7414,2.1962,-4.4722,-4.2836,7.0765,-5.6718,-2.5651,2.8017,-0.60583,16.443
751.91,-713.97,-402.82,230.8,487.95,70.938,117.85,-876.08,-227.44,316.62,250.03,-43.032,93.492,335.73,-555.47,239.83,-64.788,-57.652,452.78,-75.623,58.628,-185.88,-21.685,206.14,-136.53,175.77,-340.18,-0.44252,-146.32,-176.82,185.11,-146.38,72.458,-21.036,-332.37,19.355,-138.54,-194.52,-94.986,-190.62,-74.204,90.756,-109.79,-112.07,-84.837,-73.413,74.681,126.16,19.773,176.12,59.262,-107.81,75.297,-79.407,10.009,111.43,-102.95,195.32,141.84,53.367,36.909,-49.908,35.217,168.48,-37.988,-46.014,85.837,-111.65,-15.788,-11.759,-122.49,102.79,-9.7772,-104.03,65.926,-31.531,-38.999,61.812,-83.964,28.658,63.515,-42.916,71.778,-16.804,-45.618,70.875,-21.869,-5.8886,90.79,-35.025,22.257,110.7,-29.875,66.918,30.299,-58.098,55.009,-15.525,-25.985,31.792,-44.411,3.3539,-5.605,-65.082,3.922,-10.152,-50.397,11.213,-8.5236,-3.2377,21.091,-42.254,-42.353,15.558,-15.517,25.682,12.706,-29.612,43.119,-0.5809,-17.602,6.9868,-34.892,20.124,30.158,15.093,44.35,50.01,-7.0983,-27.135,-12.738,-34.002,8.6354,18.069,-22.857,21.201,9.3029,-21.408,-9.0378,-23.473,-4.7839,18.991,-5.478,-3.2955,-9.5756,-12.332,-5.0575,14.277,-17.669,-6.5239,1.6321,-10.499,16.379,6.1782,-8.2113,18.402,-3.324,3.6236,8.7752,-2.8689,-2.5066,14.071,-3.8696,-0.36388,2.8704,-9.395,6.1502,5.9602,-12.565,-2.9263,-3.1681,4.2721,19.136,-8.9143,-7.201,15.912,-6.9496,-1.3199,0.40145,-8.1585,-4.316,-5.0793,-6.2708,12.779,6.8634,-5.0403,0.52499,-14.496,-1.9676,12.438,-6.4959,3.7086,-5.1322,-11.17,6.1991,8.4659,3.8556,-2.1884,-13.395,-0.67088,7.1333,-1.547,8.0256,14.937,10.428,0.83181,-11.484,-13.951,1.484,0.52111,2.558,2.6168,0.39316,10.6,1.4274,-8.9816,2.194,-9.8833,3.6277,6.7013,-9.4052,3.0887,5.3768,1.9578,-2.1553,-9.0536,-2.1722,7.5649,-2.013,-9.7231,3.0429,1.6936,5.5652,-3.8079,-7.2553,-5.4325,0.91718,3.9586,0.23312,-4.4952,-4.4355,1.5891,-4.1595,-1.4754,0.5166,7.9836,7.2591,-6.5106,3.1685,3.6356,3.8155,0.64444,-13.1,-5.3489,2.6468,3.2969
-288.28,203.95,75.765,-301.42,433.98,-426.1,-342.79,-200.12,696.72,-193.29,290.62,-168.18,-508.59,173.29,-246.13,340.02,-608.06,404.94,-221.02,-116.71,321.71,-266.72,8.877,-230.07,72.406,31.178,125.09,281.88,-152.89,55.317,-45.755,-106.41,58.557,164.59,238.24,20.328,-29.163,-9.2347,57.912,155.49,141.55,-108.53,218.01,44.153,83.346,150.57,-204.37,90.554,-45.759,-163.31,10.386,-89.763,-25.725,39.198,-30.738,-33.081,151.48,-67.513,-80.981,-21.199,-166.4,4.1732,-32.234,-95.939,95.669,-55.864,-82.251,157.45,-83.551,41.359,84.348,-137.62,61.923,23.539,-44.535,17.751,-54.735,-39.253,81.749,-5.5994,-51.287,36.182,-83.478,-7.742,-21.494,-67.396,61.068,-38.485,-25.979,63.977,-40.666,-1.9423,10.18,-58.753,24.933,19.093,-7.4269,23.151,-41.623,3.6355,55.425,5.1128,39.929,85.018,-16.294,15.631,18.958,-49.33,30.084,-24.159,-1.4088,69.805,-11.572,1.1287,-7.4865,-15.857,18.869,-23.297,-39.756,29.15,9.9424,-18.398,8.9664,-9.1347,-16.313,14.556,-42.274,-6.9873,15.989,-15.983,31.37,11.185,-11.189,26.622,13.633,6.5613,-21.822,-17.964,28.743,36.389,1.8278,-6.3337,-8.3578,-11.359,-0.43824,19.027,-0.43945,12.07,2.1558,-9.5551,-0.018093,-3.0901,-2.2486,-7.2031,-6.6242,-13.772,-19.426,15.373,9.8617,13.366,5.8016,-20.352,-1.564,-1.2222,-0.051928,-0.86074,-5.2062,-3.3769,3.7947,9.3646,0.12045,18.008,18.798,-19.717,-23.29,-6.7208,4.1518,16.657,2.8161,2.2621,2.4906,-1.2953,-2.3929,-3.1398,-11.081,-10.455,14.098,10.617,0.76722,6.6526,-17.073,-1.3133,1.7817,-19.865,9.731,15.707,-3.0008,17.386,10.548,-7.755,1.0554,-7.6688,-28.089,5.916,3.6229,3.7588,18.514,-14.725,-1.9642,11.309,-2.0522,-3.2331,-4.7919,-9.7573,9.985,8.7857,-10.094,3.6129,-1.2801,-2.4532,14.508,-3.2223,-5.1397,8.0892,-2.6072,4.6488,-1.284,-12.256,7.0371,6.1239,-0.73334,-6.0545,-4.6365,3.5937,6.0695,1.3044,-4.6687,-0.84448,1.6139,9.825,4.0473,-5.3785,1.5345,8.739,1.6537,-2.1191,-8.849,-7.7925,-2.7228,-5.1799,0.28839,11.648,4.4734,2.2928,-3.2714,-12.894
111.38,-310.73,84.098,-262.8,397.42,-718.78,138.24,226.93,103.77,-442.16,-84.129,-415.3,538.4,-5.7414,-170.11,12.009,-221.88,106.35,62.197,-80.731,-100.47,38.629,-151.64,191.16,-214.01,-140.67,134.69,-125.68,65.804,116.69,-305.3,67.703,-10.385,-224.19,40.181,-86.898,-30.602,225.94,-168.74,13.608,-84.258,-136.62,80.649,-108.82,-28.316,58.636,-28.673,39.273,54.12,24.798,10.098,92.609,-24.799,46.12,78.596,-38.115,-40.225,-12.415,-110.46,49.729,117.62,62.021,106.38,-31.777,55.915,53.428,-58.957,-34.723,-36.446,5.4539,11.621,68.431,-18.633,16.58,1.1443,-7.4732,70.263,-3.9382,34.863,21.236,-14.324,43.651,-10.208,-20.582,42.845,8.3961,-13.007,64.833,19.129,21.075,-26.177,-86.361,-4.3346,20.539,17.958,26.07,-17.13,-22.42,54.3,1.086,-43.7,-21.446,-106.12,-10.207,1.4873,-20.153,36.829,7.1785,-26.535,16.832,-3.9545,9.5395,31.869,-28.166,-20.94,19.08,-1.9427,11.287,-0.81951,-31.083,14.587,20.549,6.2391,55.109,-16.017,-18.324,9.479,-30.989,-0.86743,11.736,-1.8941,30.034,-1.0119,-31.32,-7.8867,-10.01,-19.943,23.795,-19.796,0.60036,15.96,1.6474,28.524,3.5147,-21.949,8.0958,-4.4955,5.4831,18.866,-0.77711,2.2618,-9.4478,-21.766,6.5901,21.147,19.723,23.711,-0.64133,-15.475,-13.818,-29.663,-7.3728,6.8609,-0.32561,19.096,9.2389,-12.949,-5.5453,-14.667,3.0157,6.6646,-21.178,-9.3063,13.609,8.6991,11.11,10.874,-14.576,-6.0728,5.7782,-11.095,1.9978,13.985,3.2141,15.506,0.74164,-20.812,-2.4611,1.01,-7.421,11.301,13.306,6.1456,13.095,-19.433,-22.88,0.54683,-13.736,5.4595,12.672,-3.3816,17.655,11.144,-17.549,-10.486,-5.8985,1.0286,16.441,-5.566,-11.112,5.5144,-3.5877,-3.84,0.99425,-18.301,2.3405,11.571,7.7324,1.9598,-4.9646,-14.515,6.8773,7.4451,3.8637,-1.0378,-1.8862,-3.9499,-8.6562,-2.2048,4.0337,2.3156,-2.592,4.6149,5.7964,1.0519,-0.9302,-6.6035,-0.57687,-4.2036,6.8935,6.4948,-6.2938,-4.4134,-2.5942,-0.8025,0.18391,1.913,6.8231,5.0297,10.556,-3.5463,-5.172,-3.3619,-5.1679,2.3789,3.067
